station_id,latitude,longitude
CZBA,43.4413,-79.8503
CZBB,49.0733,-123.0083
CZBD,56.0517,-95.618
CZBM,45.2908,-72.742
CZEE,56.0367,-96.5058
CZF2,44.1975,-79.3088
CZFD,59.3345,-107.182
CZFG,55.7492,-101.2663
CZGF,49.0155,-118.4305
CZGI,54.8397,-94.0787
CZGR,52.045,-95.4662
CZHP,55.3937,-116.475
CZJG,54.5188,-98.0462
CZJN,52.1213,-101.2345
CZKE,52.2825,-81.6778
CZLQ,55.3188,-97.7078
CZML,51.7362,-121.3328
CZMN,55.5895,-97.1637
CZNG,52.9963,-97.2737
CZNL,49.4942,-117.3005
CZPB,53.8912,-92.1963
CZPO,55.528,-106.5822
CZRJ,52.9437,-91.3125
CZSN,56.7928,-98.9072
CZSW,54.3333,-130.2833
CZTA,51.7845,-96.6922
CZTM,55.863,-92.0813
CZUC,49.4297,-91.7178
CZWH,58.6145,-101.4688
CZWL,58.107,-103.1725
DATG,19.5607,5.7513
DBBK,11.145,2.95
DBBN,10.377,1.3605
DBBO,11.0333,0.9833
DBBP,9.3572,2.6092
DBBS,8.0167,2.45
DFCC,13.656,2.3193
DFOL,10.5667,-5.5667
DFOS,10.6667,4.2667
DGAH,6.5797,0.5325
DGLN,10.943,-1.0873
DGLW,10.0825,-2.5078
DGSN,7.3618,-2.3287
DNAI,4.8722,8.0937
DNAN,6.2672,6.8713
DNAS,6.2037,6.6667
DNBA,10.2923,9.8173
DNBB,6.6213,9.3192
DNBC,10.4828,9.7438
DNBK,12.4792,4.3695
DNBY,4.9577,6.2033
DNDS,11.7953,9.3012
DNEK,4.6428,7.9492
DNES,5.6205,5.1992
DNFB,4.405,7.1812
DNFD,5.355,5.3488
DNGU,12.1717,6.6962
DNJO,9.6397,8.8692
DNMA,11.8553,13.0813
DNMK,7.7038,8.6138
DNSU,5.598,5.8188
DRRA,13.7667,8.0167
DRRC,13.6667,4.1
DRRG,11.8833,3.4333
DRRP,12.4833,2.4
DRRU,14.3333,2.0833
DRZD,18.9688,12.8688
DRZG,13.8833,10.1833
DRZI,19.0667,8.3667
DTTI,36.7212,9.9433
DXAK,7.5167,1.2
DXDP,10.8005,0.2425
DXKP,7.8,1.2833
DXMG,10.3747,0.4728
EBAM,50.7395,3.4862
EBAR,49.6628,5.887
EBAV,50.7067,5.068
EBBN,50.415,6.2763
EBBT,51.3408,4.5042
EBBX,49.8917,5.2238
EBBY,50.5687,4.4347
EBBZ,50.5417,4.3812
EBCF,50.1528,4.3872
EBEH,50.1837,4.3697
EBGB,50.9487,4.392
EBGG,50.7555,3.8638
EBHN,51.3053,4.3905
EBIS,50.6642,3.8045
EBKH,51.1808,5.2208
EBKT,50.8187,3.2092
EBLE,51.12,5.3072
EBLN,50.5797,4.7922
EBMB,50.9013,4.4845
EBMG,50.1047,4.638
EBML,50.3742,4.9278
EBMO,50.8528,3.1472
EBNE,51.212,5.4787
EBNM,50.488,4.7688
EBOR,49.9063,4.9342
EBSB,50.6387,4.8912
EBSG,50.4575,3.8203
EBSH,50.0358,5.4042
EBSL,50.9475,5.5905
EBSM,51.2683,4.1753
EBSP,50.4825,5.9103
EBST,50.792,5.2017
EBSU,50.0342,5.44
EBTN,50.7817,4.9578
EBTX,50.5525,5.855
EBTY,50.5297,3.4945
EBUL,51.1442,3.4755
EBWE,51.3942,4.9592
EBZH,50.97,5.375
EBZR,51.2647,4.7533
EBZU,51.2567,3.1405
EBZW,51.0153,5.5263
EDAB,51.1935,14.5197
EDAD,51.8322,12.1858
EDAE,52.1973,14.5857
EDAG,50.6438,13.1263
EDAI,52.8265,12.5432
EDAJ,50.8813,12.1353
EDAK,51.308,13.5553
EDAM,51.363,11.9408
EDAN,53.361,11.6152
EDAO,51.4933,10.8333
EDAP,51.6848,14.4232
EDAQ,51.552,12.0527
EDAR,50.978,13.9147
EDAT,51.4513,14.2013
EDAU,51.2932,13.3572
EDAV,52.8263,13.7017
EDAW,51.5778,12.4872
EDAX,53.3052,12.7522
EDAY,52.5802,13.915
EDAZ,52.2038,13.16
EDBA,50.8475,11.0722
EDBE,52.4363,12.5907
EDBF,52.7988,12.7608
EDBG,52.2417,11.856
EDBH,54.3382,12.7102
EDBI,50.703,12.4595
EDBJ,50.9155,11.7142
EDBK,52.9188,12.4253
EDBL,51.246,11.693
EDBM,52.0737,11.6265
EDBN,53.6022,13.306
EDBO,51.899,13.0558
EDBP,53.6152,11.561
EDBQ,51.6707,13.96
EDBR,51.3652,14.951
EDBS,51.2003,11.1938
EDBT,51.3805,11.4467
EDBU,53.1808,12.1855
EDBV,54.3387,13.0468
EDBW,52.633,13.767
EDBX,51.1588,14.9503
EDBY,53.9707,13.344
EDBZ,51.4917,13.8792
EDCA,53.8318,13.6732
EDCB,51.7463,11.231
EDCE,52.4828,14.0908
EDCG,54.3838,13.3257
EDCH,51.0432,12.2332
EDCI,51.2737,14.5065
EDCJ,50.7473,12.8373
EDCK,51.7225,11.9472
EDCL,52.7095,12.0733
EDCM,51.297,14.1275
EDCO,51.2677,10.6348
EDCP,54.1578,13.7727
EDCQ,51.7653,11.4985
EDCR,54.0825,11.657
EDCS,52.309,13.1007
EDCT,51.3947,12.5368
EDCU,53.8055,12.2305
EDCV,53.5055,13.9483
EDCW,53.9145,11.4995
EDCX,54.1667,12.25
EDCY,51.577,14.137
EDEB,51.1292,10.6217
EDEF,49.9528,8.9693
EDEG,50.9705,10.728
EDEH,49.345,8.4877
EDEL,49.9083,7.9077
EDEM,51.0628,9.422
EDEN,50.8445,9.7073
EDEP,49.6215,8.625
EDEQ,51.2145,10.5425
EDER,50.4978,9.9495
EDEW,49.5828,9.4033
EDFA,50.289,8.5352
EDFB,50.3358,8.8782
EDFC,49.9388,9.0625
EDFD,50.3055,10.2265
EDFE,49.9608,8.6415
EDFG,50.1972,9.17
EDFI,50.7875,8.3922
EDFJ,50.0985,9.8835
EDFK,50.2105,10.0688
EDFL,50.5438,8.5902
EDFN,50.8745,8.815
EDFO,49.6785,8.9723
EDFP,50.3618,8.7107
EDFQ,51.0353,8.6808
EDFR,49.3907,10.2188
EDFS,50.0105,10.2513
EDFT,50.6845,9.4113
EDFU,49.695,9.182
EDFV,49.6063,8.3668
EDFW,49.818,9.8972
EDFX,49.3253,8.5285
EDFY,50.4268,8.0108
EDFZ,49.9685,8.148
EDGA,50.5932,7.945
EDGB,50.6772,8.1705
EDGE,50.9928,10.4727
EDGF,50.4757,9.442
EDGH,49.7987,9.8368
EDGK,51.255,8.8772
EDGM,49.399,9.124
EDGP,49.8417,8.3778
EDGQ,51.0,8.3068
EDGR,50.5668,8.8698
EDGT,50.7952,8.4585
EDGU,49.5167,9.6695
EDGW,51.3083,9.1763
EDGX,49.305,8.66
EDGZ,49.5675,8.6112
EDHA,52.8888,8.2328
EDHB,54.2445,11.0238
EDHC,53.0167,11.1455
EDHD,51.4075,10.1453
EDHE,53.647,9.7042
EDHF,53.9945,9.5785
EDHG,53.2483,10.4587
EDHM,53.915,10.0405
EDHN,54.0787,9.9405
EDHO,53.6998,9.7405
EDHU,53.2072,9.5738
EDHW,53.9695,10.2217
EDHY,52.8122,9.1633
EDJG,47.853,12.5505
EDKA,50.8232,6.1863
EDKB,50.7688,7.164
EDKD,51.313,7.7037
EDKF,51.0518,7.7063
EDKH,50.929,7.8992
EDKI,50.8175,7.8323
EDKL,51.0153,7.0062
EDKM,51.3038,8.24
EDKN,51.125,7.375
EDKO,51.4025,8.6418
EDKP,51.193,7.7922
EDKR,51.1613,8.2608
EDKU,51.1462,7.937
EDKV,50.4057,6.529
EDKW,51.297,7.8168
EDKZ,51.0995,7.602
EDLA,51.4833,7.8993
EDLB,51.7792,7.2885
EDLC,51.529,6.5362
EDLD,51.616,6.8612
EDLE,51.4037,6.938
EDLF,51.334,6.3593
EDLG,51.6908,6.1042
EDLH,51.69,7.8167
EDLI,51.9648,8.5448
EDLJ,51.941,8.9042
EDLK,51.3875,6.5858
EDLM,51.647,7.1637
EDLO,51.9325,8.662
EDLR,51.6883,8.7748
EDLS,51.9958,6.8407
EDLT,51.9447,7.7727
EDLX,51.6628,6.5957
EDLY,51.8533,6.8148
EDLZ,51.578,8.2083
EDMB,48.111,9.7628
EDMC,48.4198,9.7988
EDMD,48.2285,11.4232
EDME,48.3962,12.7237
EDMF,48.518,13.346
EDMG,48.4872,10.2835
EDMH,49.112,10.7818
EDMI,48.2362,10.1388
EDMJ,48.1743,11.125
EDMK,47.6927,10.3383
EDML,48.5127,12.035
EDMN,48.1058,10.522
EDMP,48.4275,12.347
EDMQ,48.7028,10.851
EDMS,48.901,12.5182
EDMT,48.0117,10.102
EDMU,48.5695,10.359
EDMV,48.6352,13.1957
EDMW,48.8302,12.8798
EDMY,48.28,12.5018
EDNA,48.2643,12.414
EDNB,49.1252,12.985
EDNC,49.0215,11.4847
EDND,49.065,10.401
EDNE,48.342,9.9167
EDNG,48.6352,10.2155
EDNH,48.0163,10.616
EDNI,49.1305,11.4442
EDNJ,48.7833,11.2222
EDNK,48.2385,12.9768
EDNL,47.8588,10.0143
EDNO,48.8725,10.5053
EDNP,48.4212,12.8663
EDNQ,48.8485,10.3338
EDNR,49.142,12.0818
EDNS,48.1803,10.7042
EDNT,48.996,10.8848
EDNU,48.2872,10.4442
EDNV,47.947,12.2062
EDNW,48.2893,10.1402
EDNX,48.239,11.5592
EDNZ,50.1367,11.7945
EDOA,50.4973,12.378
EDOB,50.9043,11.257
EDOC,52.5277,11.3542
EDOD,51.901,13.1943
EDOE,51.2153,12.3678
EDOF,51.3732,11.1413
EDOG,51.571,13.0523
EDOH,50.9473,13.2617
EDOI,52.66,12.7458
EDOJ,52.1442,12.6697
EDOK,50.7327,11.236
EDOL,52.0403,11.2028
EDOM,51.9475,11.7698
EDON,52.613,14.2427
EDOP,53.427,11.7835
EDOQ,51.2972,13.08
EDOS,50.6695,11.0507
EDOT,50.6458,12.1737
EDOU,50.9648,11.4003
EDOV,52.6288,11.82
EDOW,53.5687,12.6528
EDOX,51.5932,12.2373
EDOZ,51.9963,11.7922
EDPA,48.7778,10.2647
EDPB,48.5628,9.7292
EDPC,47.9268,12.2872
EDPD,48.6578,12.5005
EDPE,48.877,11.1823
EDPF,49.3407,12.1847
EDPG,48.9537,12.4213
EDPH,49.27,11.0158
EDPI,48.4575,11.9428
EDPJ,48.4965,9.6392
EDPM,48.6782,9.8435
EDPO,49.2857,11.4447
EDPQ,49.4308,12.1
EDPS,48.6833,13.6963
EDPT,48.6205,10.0613
EDPU,48.7467,10.005
EDPW,49.0643,11.2095
EDPY,48.961,10.2365
EDQA,49.9205,10.9145
EDQB,49.51,10.3665
EDQC,50.2633,10.995
EDQD,49.9845,11.6385
EDQE,49.7938,11.1332
EDQF,49.3612,10.6722
EDQG,49.6482,9.9665
EDQH,49.5825,10.8782
EDQI,49.6058,11.2853
EDQK,50.1362,11.46
EDQL,50.1495,11.0497
EDQN,49.5888,10.5788
EDQO,50.2258,11.7325
EDQP,49.863,11.7877
EDQR,50.0397,10.8228
EDQS,50.6338,10.7287
EDQT,50.018,10.5295
EDQW,49.6788,12.1165
EDQX,49.6422,11.1617
EDQY,50.2302,10.9958
EDQZ,49.7622,11.5747
EDRA,50.5578,7.1372
EDRB,49.9453,6.565
EDRD,49.8427,6.9162
EDRF,49.473,8.1963
EDRG,49.7338,7.3388
EDRH,49.6113,7.185
EDRI,49.1422,8.3955
EDRJ,49.3125,6.674
EDRK,50.3243,7.5275
EDRL,49.3308,8.2052
EDRM,49.9653,7.1153
EDRN,49.97,7.4785
EDRO,49.0328,7.9908
EDRP,49.2657,7.4908
EDRQ,49.6063,7.7955
EDRS,49.7908,7.6658
EDRT,49.8642,6.7878
EDRV,50.4518,6.786
EDRW,50.5663,7.6538
EDRY,49.3048,8.4515
EDRZ,49.2095,7.4007
EDSA,48.2497,9.0603
EDSE,48.6583,9.625
EDSG,48.5362,9.437
EDSH,48.9198,9.4553
EDSI,47.7992,8.7205
EDSK,48.5587,7.8503
EDSL,47.845,8.5657
EDSN,47.9768,8.9052
EDSO,48.6212,9.6558
EDSR,47.8027,8.9797
EDSV,48.6152,8.7557
EDSW,48.2698,7.8422
EDSZ,48.1865,8.7212
EDTC,49.135,8.5635
EDTD,47.9735,8.5222
EDTE,48.4855,8.7782
EDTF,48.0205,7.8337
EDTG,47.9032,7.6178
EDTH,48.8023,9.9275
EDTK,49.2358,8.8852
EDTM,48.0538,9.3728
EDTN,48.6137,9.4783
EDTO,48.4508,7.9255
EDTP,47.9085,9.2517
EDTR,47.56,7.7483
EDTS,48.0657,8.5713
EDTU,48.0293,9.5073
EDTW,48.2792,8.4283
EDTX,49.1242,9.7812
EDTZ,47.6775,9.1408
EDUF,51.5478,13.2282
EDUO,51.5425,11.5958
EDUS,51.6075,13.738
EDUW,53.922,13.2188
EDUZ,52.0008,12.1492
EDVA,51.8528,10.0265
EDVC,52.6878,10.1123
EDVF,51.918,9.1133
EDVG,51.3778,8.977
EDVH,52.7628,9.6103
EDVI,51.8063,9.3783
EDVJ,52.0287,10.3683
EDVL,51.6108,9.3983
EDVM,52.1798,9.9457
EDVN,51.7112,10.0395
EDVQ,52.5245,10.4628
EDVR,52.1737,9.0573
EDVS,52.1545,10.4267
EDVT,51.9513,9.6622
EDVU,52.9847,10.4667
EDVW,51.9675,9.293
EDVY,52.2237,8.8638
EDWC,52.4875,8.186
EDWF,53.2717,7.4423
EDWG,53.7873,7.9158
EDWH,53.0705,8.3145
EDWI,53.5048,8.0533
EDWJ,53.6807,7.0578
EDWK,53.3327,9.0278
EDWL,53.7428,7.4987
EDWM,53.054,9.2087
EDWN,52.4625,7.1693
EDWO,52.2878,7.9742
EDWQ,53.036,8.5052
EDWR,53.598,6.7102
EDWS,53.6332,7.1895
EDWT,53.5383,8.5383
EDWU,52.9083,8.0417
EDWV,52.9667,9.2853
EDWX,53.2905,7.9308
EDWY,53.707,7.2287
EDWZ,53.7253,7.3722
EDXA,52.3788,7.9145
EDXB,54.1533,8.9017
EDXC,54.4272,9.5417
EDXD,52.3513,8.3262
EDXE,52.2772,7.4922
EDXF,54.775,9.38
EDXG,52.2022,8.3787
EDXH,54.1853,7.9158
EDXI,52.7097,9.1625
EDXJ,54.51,9.1383
EDXK,54.79,8.9615
EDXL,53.1635,7.7927
EDXM,53.9783,9.1433
EDXN,53.767,8.6437
EDXO,54.3088,8.6867
EDXP,53.7067,7.8202
EDXQ,53.1283,9.3487
EDXR,54.2192,9.5987
EDXS,53.3372,9.2605
EDXT,54.0678,10.7432
EDXU,53.2863,8.9473
EDXY,54.6853,8.5318
EDXZ,53.5692,8.7917
EEKU,58.1483,24.0025
EENA,59.3897,28.1117
EERA,58.9863,24.7245
EERI,57.9428,26.9778
EERU,57.7838,23.2662
EEVI,58.35,25.493
EFAA,67.603,23.9758
EFAH,64.8953,25.7522
EFAL,62.5547,23.5733
EFEU,61.1162,22.2013
EFFO,60.8017,23.6488
EFHF,60.2538,25.0442
EFHL,64.9697,24.7047
EFHM,61.6897,23.0737
EFHN,59.8455,23.0822
EFHP,64.1128,25.5078
EFHV,60.6545,24.8812
EFII,63.6317,27.1255
EFIK,60.4625,23.6545
EFIM,61.2497,28.9037
EFIT,62.1662,30.0737
EFJM,61.7783,22.7195
EFKA,63.1242,23.0513
EFKH,64.112,29.442
EFKJ,62.4637,22.3912
EFKM,66.7158,27.1572
EFKO,64.2287,23.8267
EFKR,63.9888,25.7472
EFKV,63.125,25.0945
EFKY,60.5717,26.9
EFLA,61.1442,25.693
EFLL,63.3995,27.4788
EFLN,63.512,29.6292
EFME,62.9467,23.5188
EFMN,60.5725,25.5088
EFNS,60.52,24.8317
EFNU,60.3338,24.2963
EFOP,60.8762,22.748
EFPA,68.1455,25.8228
EFPI,61.2455,22.1933
EFPK,62.2528,27.0072
EFPN,61.7288,29.3937
EFPR,60.4792,26.5938
EFPU,65.4022,26.947
EFPY,63.732,25.9263
EFRA,63.3683,28.1275
EFRH,64.688,24.6958
EFRN,62.0655,28.3565
EFRU,65.973,26.3653
EFRV,63.7055,26.6163
EFRY,60.7447,24.1078
EFSE,61.0642,26.7955
EFSO,67.3967,26.618
EFSU,64.822,28.7103
EFTO,60.0792,24.1722
EFTS,61.7733,24.027
EFVI,63.1225,25.8162
EFVL,64.502,26.76
EFVP,61.0397,22.5917
EFVT,63.3978,24.0305
EFWB,60.6633,26.7488
EFYL,64.0547,24.7253
EHAL,53.4517,5.6772
EHBD,51.2545,5.6008
EHDP,51.5173,5.8557
EHDR,53.118,6.1292
EHHO,52.7308,6.5162
EHHV,52.192,5.147
EHMZ,51.5122,3.7312
EHOW,53.2087,7.0328
EHSE,51.5547,4.5525
EHST,52.9987,7.0228
EHTE,52.2447,6.0467
EHTL,52.0572,5.9245
EHTW,52.2758,6.8892
EHTX,53.1153,4.8337
EIAB,53.5913,-7.6428
EIBN,51.6772,-9.487
EIBR,53.0708,-7.8987
EIBT,54.2228,-10.0308
EICA,53.2305,-9.4683
EICL,53.2497,-7.1233
EICM,53.3003,-8.9417
EICN,52.6663,-8.682
EIIM,53.107,-9.653
EIIR,53.0645,-9.5108
EIKH,53.0637,-6.8553
EIKK,52.6508,-7.2962
EILT,54.9513,-7.672
EIMH,53.6378,-6.8787
EIMN,53.093,-9.568
EIMS,52.9305,-8.4245
EINC,53.0728,-6.0363
EIRT,52.1055,-8.9833
EITM,53.575,-6.7387
EITT,53.5437,-6.532
EIWT,53.3522,-6.4883
EKAE,54.8537,10.4572
EKAT,56.6995,11.5558
EKKL,55.7,11.25
EKLS,57.2772,11.0
EKLV,56.5037,8.3128
EKMB,54.6993,11.4402
EKNM,56.825,8.788
EKPB,54.87,9.28
EKRD,56.5067,10.0363
EKRS,55.4258,11.8068
EKSN,57.5035,10.2293
EKSS,55.8895,10.6137
EKST,55.0165,10.563
EKSV,56.5502,9.173
EKTD,54.9297,8.8403
EKVB,56.41,9.4093
EKVH,56.847,9.4585
ELNT,49.9812,5.9178
ELUS,49.7678,5.9675
ENBM,60.6388,6.5015
ENDI,60.4167,8.5128
ENEG,60.2138,10.3172
ENFG,61.0155,9.288
ENGK,58.5183,8.7078
ENKJ,59.9695,11.0388
ENRE,61.1862,11.3745
EPBA,49.805,19.002
EPBC,52.2692,20.9072
EPBK,53.1013,23.1707
EPBO,53.9512,17.9478
EPCE,54.4162,17.7633
EPDA,54.4048,16.353
EPDE,51.5512,21.892
EPEL,54.1408,19.4233
EPGI,53.5245,18.8493
EPGL,50.2695,18.6728
EPGO,52.1845,21.2813
EPIN,52.8063,18.2858
EPIR,52.8285,18.3303
EPIW,49.6578,21.8173
EPJG,50.8988,15.7855
EPKA,50.8968,20.7315
EPKE,54.0497,21.4262
EPKM,50.2383,19.034
EPKP,50.0897,20.2017
EPKR,49.683,21.7337
EPKS,52.332,16.9667
EPLK,51.5512,19.1825
EPLR,51.2218,22.3945
EPLS,51.835,16.5218
EPLU,51.423,16.1962
EPLY,52.005,19.1438
EPMB,54.0267,19.1355
EPMI,53.395,16.0828
EPML,50.3223,21.4622
EPMM,52.1955,21.6558
EPNL,49.7455,20.6235
EPNT,49.4627,20.0503
EPOD,53.773,20.415
EPOK,54.5797,18.5172
EPOM,51.7025,17.8468
EPOP,50.6332,17.7817
EPPB,52.5348,17.2158
EPPK,52.4338,17.044
EPPL,52.5622,19.7213
EPPR,54.248,18.6713
EPPT,51.3832,19.6885
EPPW,52.3792,17.8522
EPRG,50.071,18.6285
EPRJ,50.1053,22.0482
EPRP,51.479,21.11
EPSD,53.3922,14.6338
EPSN,53.7905,15.8263
EPST,50.6263,21.9988
EPSU,54.0727,22.899
EPSW,51.232,22.6903
EPTM,51.5845,20.0972
EPTO,53.0292,18.5458
EPWK,52.5847,19.0155
EPWS,51.2058,16.998
EPWT,53.2987,18.4142
EPZA,50.7018,23.2043
EPZP,51.979,15.4638
EPZR,49.771,19.218
ESFA,56.1337,13.8788
ESFR,58.498,13.0547
ESFS,57.0683,16.8642
ESGA,58.1772,11.9737
ESGC,58.1347,13.6025
ESGD,58.192,13.9955
ESGE,57.6958,12.845
ESGF,56.9713,12.3892
ESGH,58.0295,13.108
ESGI,57.9497,12.578
ESGK,58.17,13.5878
ESGL,58.4653,13.1745
ESGM,57.4453,12.6488
ESGN,58.5787,13.6105
ESGO,58.0392,12.7858
ESGR,58.4562,13.9728
ESGS,59.017,11.3437
ESGU,58.3678,11.7753
ESGV,57.1247,12.228
ESGY,59.0912,12.9583
ESKC,59.9228,17.5367
ESKD,60.5562,14.3772
ESKG,60.2862,17.4295
ESKH,60.1547,13.5287
ESKK,59.3445,14.4947
ESKO,59.7988,13.4905
ESKT,60.345,17.422
ESKU,59.8603,13.1128
ESKV,59.675,12.6395
ESMB,56.863,16.6562
ESMC,57.6663,14.947
ESME,55.8483,13.3283
ESMF,56.3878,13.4705
ESMG,56.9503,13.9217
ESMH,56.1847,12.5758
ESMI,55.5983,13.6772
ESMJ,55.995,13.0533
ESML,55.9445,12.8695
ESMO,57.352,16.4983
ESMU,56.5705,14.1663
ESMY,57.1687,13.44
ESMZ,57.3287,17.0503
ESNA,63.7383,15.4588
ESNB,63.1712,16.9855
ESNC,62.4088,13.7472
ESNH,61.7683,17.0805
ESNJ,66.4967,20.1475
ESNM,63.1253,14.8083
ESNP,65.3983,21.2608
ESNR,61.1922,14.7192
ESNY,61.2613,17.0983
ESOL,60.5878,16.5867
ESQO,59.3883,15.9208
ESSC,59.3838,16.442
ESSE,59.345,17.7405
ESSF,57.5258,15.8233
ESSG,60.0883,15.0963
ESSI,58.0987,14.4025
ESSK,60.5933,16.9513
ESSM,59.6088,13.915
ESSN,59.7328,18.6963
ESSU,59.3522,16.7083
ESSW,57.78,16.5237
ESSX,59.5758,16.503
ESSZ,59.1012,17.2112
ESTF,58.6303,11.3037
ESTT,55.3962,13.0253
ESUB,61.5125,16.3725
ESUD,64.9608,17.6967
ESUE,61.8697,12.6895
ESUG,65.3053,17.9755
ESUH,62.6337,17.9813
ESUI,63.392,18.3205
ESUJ,62.5653,15.8347
ESUK,67.7653,20.2622
ESUL,61.817,16.0042
ESUM,61.2912,16.8463
ESUO,63.0417,14.0013
ESUR,63.4903,16.4837
ESUS,64.1592,17.2745
ESUV,65.6458,21.0613
ESUY,61.3833,15.8333
ESVA,60.1803,16.1228
ESVB,57.85,19.0383
ESVE,58.4333,16.605
ESVG,60.5508,15.078
ESVH,59.8675,14.4237
ESVK,59.0222,16.2203
ESVL,59.7472,17.145
ESVM,60.6588,13.7267
ESVQ,59.5275,15.9697
ESVS,60.785,14.8272
ETHE,52.2912,7.387
ETIE,49.393,8.6542
ETOI,49.6337,11.7672
ETSA,48.0705,10.906
EVAD,57.0987,24.2667
EVCA,57.3245,25.3237
EVLI,57.485,24.6722
EVPA,56.815,24.5278
EVRS,56.992,24.0745
EYAL,54.4128,24.0555
EYBI,56.1758,24.7603
EYDR,54.0153,23.943
EYIG,55.2442,26.1722
EYKL,55.712,21.2428
EYKT,55.9203,21.5672
EYMA,56.2305,22.2595
EYMM,54.663,23.4538
EYMO,55.1128,25.3363
EYNA,56.2422,22.733
EYNI,55.328,21.048
EYPN,55.6813,24.4172
EYPP,55.7295,24.4608
EYPR,54.6537,24.0563
EYRD,54.497,24.7183
EYRO,55.6108,24.2208
EYSB,56.0705,23.558
EYSE,55.7463,23.8047
EYSI,55.337,21.5305
EYTL,55.9863,22.2878
EYTR,55.2317,22.1503
EYUT,55.49,25.717
EYVP,54.4737,25.0755
EYZA,55.7517,26.262
FBCO,-19.1167,23.1
FBGZ,-21.697,21.6533
FBJW,-24.6023,24.691
FBKL,-23.05,27.9
FBKT,-22.392,28.9497
FBLL,-22.5518,28.492
FBLV,-22.1903,29.1265
FBMM,-20.3333,23.8833
FBNW,-24.6622,25.9367
FBOR,-21.2667,25.3167
FBSN,-20.55,26.1
FBSP,-22.0567,27.8205
FBSV,-18.525,24.07
FBTP,-24.2212,25.3473
FBXB,-19.5,23.05
FBXG,-19.0667,23.0667
FBXX,-21.9603,21.6308
FCMA,-2.45,11.65
FDBM,-26.8667,31.9333
FDBS,-26.8,31.9
FDBT,-26.7383,31.7783
FDMH,-26.0167,31.8
FDNG,-25.7667,31.3667
FDNH,-27.1167,31.2167
FDSM,-26.2,31.9333
FDTM,-26.1,31.9167
FDTS,-25.9833,31.75
FDUB,-26.7833,31.9333
FK01,3.8,12.2833
FK02,2.3833,11.2167
FK03,4.0167,13.7833
FK04,5.1167,14.6333
FK07,4.4,13.5167
FK12,10.1,14.45
FK13,6.4667,10.6167
FK16,5.9667,11.25
FK17,6.3167,12.7833
FK21,10.7333,13.7167
FK23,4.6667,12.35
FK25,6.4,13.3833
FK26,5.3333,9.4167
FK28,2.95,12.0167
FK30,10.5,14.9167
FK31,7.7667,15.3333
FK32,11.35,14.5333
FK33,2.3333,9.9
FKAB,6.7667,11.8
FKAF,4.7667,11.2167
FKAG,3.9333,13.2167
FKAO,5.5167,14.1
FKBE,4.9137,13.2783
FKBJ,4.442,11.9155
FKDJ,2.666,12.667
FKDZ,3.75,10.0
FKJB,4.6175,9.6248
FKKB,2.8728,9.9778
FKKC,4.0863,9.3572
FKKE,3.65,10.7833
FKKF,5.7042,9.3037
FKKI,4.4667,14.3667
FKKM,5.6432,10.7555
FKKO,4.5498,13.726
FKKS,5.45,10.0667
FKKT,6.4667,12.6167
FKKU,5.5322,10.3575
FKKV,6.0372,10.123
FKKW,2.85,11.1833
FKKY,3.832,11.5217
FKLB,2.6252,16.0387
FKLO,2.6928,15.4573
FKMD,4.1167,14.8667
FKSC,3.1188,14.9702
FLCP,-13.557,32.5873
FLHN,-17.8188,25.8187
FLKB,-9.8003,29.097
FLKE,-12.5717,27.8922
FLKL,-14.9987,22.6465
FLKO,-14.7955,24.8023
FLKS,-10.2187,31.1352
FLKW,-14.4525,28.384
FLKZ,-12.8167,32.0667
FLLC,-15.4125,28.325
FLLD,-12.2845,33.1905
FLLK,-14.377,23.2432
FLMA,-11.1388,28.878
FLMB,-17.3667,27.1833
FLMF,-13.2583,31.9398
FLMG,-15.2545,23.156
FLML,-12.563,28.3037
FLMP,-11.8972,31.4285
FLMU,-16.7667,25.1833
FLMW,-11.6533,24.429
FLNA,-15.9667,25.9278
FLPE,-14.2175,31.2212
FLPO,-13.5742,24.2253
FLSH,-11.2017,31.7333
FLSJ,-11.2167,24.3167
FLSN,-16.1,23.2667
FLSO,-12.9067,28.3328
FLSS,-17.4833,24.2833
FLSW,-12.1738,26.367
FLWA,-12.85,27.05
FLWB,-13.7833,27.4833
FLWC,-13.35,26.5833
FLWD,-13.65,25.4333
FLWE,-13.95,24.5
FLWF,-12.2,27.5
FLWG,-11.9333,25.7167
FLWW,-12.45,32.25
FLYA,-11.36,29.5433
FMCI,-12.295,43.762
FMCV,-12.1308,44.4297
FMMA,-19.029,47.1718
FMMB,-17.6863,45.625
FMMC,-20.3563,45.5412
FMME,-19.8347,47.067
FMMG,-18.7013,44.6147
FMMH,-19.8363,48.7995
FMMK,-18.8058,45.2738
FMML,-19.6872,44.5422
FMMN,-19.5592,45.4478
FMMO,-18.0508,44.0322
FMMQ,-19.5833,48.8
FMMR,-17.8503,44.9208
FMMU,-17.4762,43.9728
FMMV,-20.2847,44.3178
FMMY,-19.3755,48.9388
FMMZ,-17.7958,48.4433
FMNB,-14.5428,48.6917
FMNC,-16.1637,49.7697
FMND,-14.6517,49.6205
FMNE,-13.1883,48.9875
FMNF,-15.2,48.4833
FMNG,-15.5842,47.6263
FMNH,-14.9993,50.3202
FMNL,-14.63,47.7625
FMNO,-16.1008,45.357
FMNQ,-16.7442,44.4838
FMNR,-15.4383,49.69
FMNS,-14.2787,50.1747
FMNT,-16.7513,47.6195
